index,ground_truth,prediction,correct,edit_distance,gt_length,pred_length
4664,HEADLIGHTS,HEADLIGHTS,True,0,10,10
4665,HEBREWS,HEBREWS,True,0,7,7
4666,OLDIES,OLDIES,True,0,6,6
4667,FILMY,FILMY,True,0,5,5
4668,EXPATRIATE,EXPATRIATE,True,0,10,10
4669,TINGING,TINGING,True,0,7,7
4670,MINTS,MINTS,True,0,5,5
4671,REIMPOSE,REIMPOSE,True,0,8,8
4672,CHICKEN,CHICKEN,True,0,7,7
4673,UNDIVIDED,UNDIVIDED,True,0,9,9
4674,UNFEELINGLY,UNFELINGLY,False,1,11,10
4675,SIDEARMS,SIDEARMS,True,0,8,8
4676,CASKET,CASKET,True,0,6,6
4677,CROSSOVER,CROSSOVER,True,0,9,9
4678,CAVERN,CAVERN,True,0,6,6
4679,PREPARATION,PREPARATION,True,0,11,11
4680,ARENAS,ARENAS,True,0,6,6
4681,DOMINIQUE,DOMINIQUE,True,0,9,9
4682,UNCONVINCED,UNCONVINCED,True,0,11,11
4683,SHAPELESS,SHAPELESS,True,0,9,9
4684,3TH,3TH,True,0,3,3
4685,SALAZAR,SALAZAR,True,0,7,7
4686,RATION,RATION,True,0,6,6
4687,POMPANO,POMPANO,True,0,7,7
4688,OFFSTAGES,OFFSTAGES,True,0,9,9
4689,LIGHTNING,LIGHONING,False,1,9,9
4690,TITIVATE,TITIVATE,True,0,8,8
4691,GHETTOIZE,GHETTOIZE,True,0,9,9
4692,CRUSTACEAN,CRUSTACEAN,True,0,10,10
4693,BICKER,BICKER,True,0,6,6
4694,ULTRAMODERN,ULTRAMODERAN,False,1,11,12
4695,MODIFIED,MODIFIED,True,0,8,8
4696,SUNROOF,SUNROOF,True,0,7,7
4697,CALICO,CALICO,True,0,6,6
4698,PROBATION,FIRSTAID,False,7,9,8
4699,FROSTED,FROSTED,True,0,7,7
4700,WORKBASKETS,WORBASKETS,False,1,11,10
4701,SEVENTY,SEVENTY,True,0,7,7
4702,MERITED,MERITED,True,0,7,7
4703,NEEDING,NEEDING,True,0,7,7
4704,SCAFFOLDING,SCAFFOLDING,True,0,11,11
4705,WISTFUL,WISTFUL,True,0,7,7
4706,BARRYMORE,BARRYMORE,True,0,9,9
4707,DECADENCY,DECADENCY,True,0,9,9
4708,NEURALLY,NEURALLY,True,0,8,8
4709,LOUSED,LOUSED,True,0,6,6
4710,EVERGREEN,EVERGREEN,True,0,9,9
4711,TEARING,TEARING,True,0,7,7
4712,UNITIZING,UNITIZING,True,0,9,9
4713,PERISHING,PERISHING,True,0,9,9
4714,ARMORIAL,ARMORIAL,True,0,8,8
4715,ROWER,ROWER,True,0,5,5
4716,YAWLS,YAWLS,True,0,5,5
4717,CHITCHAT,CHITCHAT,True,0,8,8
4718,MISFITTED,MISFITTED,True,0,9,9
4719,SPECIF,SPAC,False,3,6,4
4720,QUINTUPLING,QUINTUPLING,True,0,11,11
4721,CLAVICHORDS,CLAVICHORDS,True,0,11,11
4722,PREJUDICIAL,PREJUDICIAL,True,0,11,11
4723,ND,ND,True,0,2,2
4724,WROTH,WROTH,True,0,5,5
4725,APPROXIMATIONS,APPROXIMATIONS,True,0,14,14
4726,UNWILLING,UNWILLING,True,0,9,9
4727,SHANKS,SHANKS,True,0,6,6
4728,FIANCE,FIANCE,True,0,6,6
4729,PALMIST,PALMIST,True,0,7,7
4730,PEDIATRICIAN,PEDIATRICIAN,True,0,12,12
4731,PLATEFULS,PLATEFULS,True,0,9,9
4732,EBULLIENT,GULLIBENT,False,3,9,9
4733,ABSURDITY,ABSURDITY,True,0,9,9
4734,PROTEGE,PROTEGE,True,0,7,7
4735,ARENAS,ARENAS,True,0,6,6
4736,DICES,DICES,True,0,5,5
4737,SURTAXES,SURTAXES,True,0,8,8
4738,BEFOREHAND,BEFOREHAND,True,0,10,10
4739,CORRUPT,CORRUPT,True,0,7,7
4740,BELLINI,BELLINI,True,0,7,7
4741,ENAMELERS,ENAMELERS,True,0,9,9
4742,DISMEMBERING,DISMEMBERING,True,0,12,12
4743,PARALLEL,PARALLED,False,1,8,8
4744,TELEPLAYS,TELEPLAYS,True,0,9,9
4745,CAWS,CAWS,True,0,4,4
4746,RACISM,RACISM,True,0,6,6
4747,TUBED,TUBED,True,0,5,5
4748,FAVORITES,FAVORITES,True,0,9,9
4749,SANGUINARY,SANGUINARY,True,0,10,10
4750,SOBBINGLY,SOBBINGLY,True,0,9,9
4751,MILITANT,MILLITANT,False,1,8,9
4752,VICIOUSLY,VICIOUSLY,True,0,9,9
4753,BRITT,BRITT,True,0,5,5
4754,TRANSL,TRANSL,True,0,6,6
4755,UNDERLAIN,UNDERLAIN,True,0,9,9
4756,PARENT,PARENT,True,0,6,6
4757,RENEGOTIATED,RENEGOTIATED,True,0,12,12
4758,MAMMOGRAM,NAMMOGRAM,False,1,9,9
4759,SEABOARD,SEABOARD,True,0,8,8
4760,PARTIAL,PARTIAL,True,0,7,7
4761,TWITTER,TWITTER,True,0,7,7
4762,TOUCHED,TOUCHED,True,0,7,7
4763,GAULS,GAULS,True,0,5,5
4764,APERTURES,APERTURES,True,0,9,9
4765,FENESTRATION,FENESTRATION,True,0,12,12
4766,CONTAMINATE,CONTAMINATE,True,0,11,11
4767,KISSOGRAM,KISSOGRAM,True,0,9,9
4768,VEHICLES,VEKICLES,False,1,8,8
4769,PESSIMISTIC,PESSIMISTIC,True,0,11,11
4770,COWLS,COWLS,True,0,5,5
4771,LEVIATHANS,LEVIATHANS,True,0,10,10
4772,OBVIOUS,DRVICLS,False,4,7,7
4773,MONKEY,MONKEY,True,0,6,6
4774,RECORDERS,RECORDERS,True,0,9,9
4775,HATBOX,BATBOX,False,1,6,6
4776,WHERETO,WHERETO,True,0,7,7
4777,PALANQUIN,PALANQUIN,True,0,9,9
4778,BUZZED,BUZZED,True,0,6,6
4779,DELIUS,DLIUS,False,1,6,5
4780,MU,MU,True,0,2,2
4781,TOLE,TOLE,True,0,4,4
4782,EX,EX,True,0,2,2
4783,CLERICAL,CLERICAL,True,0,8,8
4784,EXORBITANCE,EXORBITANCE,True,0,11,11
4785,ASTURIAS,ASTURIAS,True,0,8,8
4786,PIERS,PIERS,True,0,5,5
4787,LATTERLY,LATTERLY,True,0,8,8
4788,BOOSTERS,BOOSTERS,True,0,8,8
4789,DEPOLARIZATION,DEPOLARIZATION,True,0,14,14
4790,DOGGONEST,DOGGONEST,True,0,9,9
4791,RETICULATION,AETICULATION,False,1,12,12
4792,PLAINER,PLAINER,True,0,7,7
4793,BITCHED,BITCHED,True,0,7,7
4794,SLURPING,SLURPING,True,0,8,8
4795,AQUA,AQUA,True,0,4,4
4796,RETRN,RETRN,True,0,5,5
4797,ARUBA,ARUBA,True,0,5,5
4798,SEDATENESS,SEDATENESS,True,0,10,10
4799,CONSTABULARIES,CONSTABULARIES,True,0,14,14
4800,DOMESTICITY,DOMESTICITY,True,0,11,11
4801,SALT,SALT,True,0,4,4
4802,OHIOANS,OHIOANS,True,0,7,7
4803,WIGEON,WIGEON,True,0,6,6
4804,PROGRAMMABLES,PINRGLAMMABLER,False,5,13,14
4805,OVERSENSITIVE,OVERSENSITIVE,True,0,13,13
4806,JUDGMENTS,JUDGRMENTS,False,1,9,10
4807,SEEDERS,SEEDERS,True,0,7,7
4808,AFFLICTS,METEICS,False,5,8,7
4809,UNBECOMING,UNBECOMING,True,0,10,10
4810,DEMOBILIZES,DEMOBILIZES,True,0,11,11
4811,VENTRILOQUISTS,VENTRILOQUISTS,True,0,14,14
4812,NEGATION,RESATIOS,False,3,8,8
4813,AVENGERS,AVENGERS,True,0,8,8
4814,DETAINS,DETAINS,True,0,7,7
4815,OVERLORDS,OVERLORDS,True,0,9,9
4816,BLOODTHIRSTIER,BLOODTHIRSTIER,True,0,14,14
4817,BRONCHUS,BRONCHUS,True,0,8,8
4818,BOEOTIAN,BOEOTIAN,True,0,8,8
4819,PROJECTION,PROJECTION,True,0,10,10
4820,CRUDE,CRUDE,True,0,5,5
4821,TANS,TRNS,False,1,4,4
4822,WRESTING,WRESTING,True,0,8,8
4823,HALSEY,HALSEY,True,0,6,6
4824,DISASSOCIATED,DISASSOCIATED,True,0,13,13
4825,USHERS,USHERS,True,0,6,6
4826,TAINTS,TAINTS,True,0,6,6
4827,FASTBACKS,FASTBACKS,True,0,9,9
4828,SUFFUSION,SUFFUSTON,False,1,9,9
4829,FEATURED,FEATURED,True,0,8,8
4830,LAUDATORY,FLUDATORY,False,2,9,9
4831,ARDORS,ARDORS,True,0,6,6
4832,80,ECD,False,3,2,3
4833,ASSAULT,ASSAULT,True,0,7,7
4834,ELFISH,CLFISH,False,1,6,6
4835,BMW,BMW,True,0,3,3
4836,MURANO,MURANO,True,0,6,6
4837,ACCELERATE,ACCELERATE,True,0,10,10
4838,LOWED,POWED,False,1,5,5
4839,HELLENISMS,HELLENISMS,True,0,10,10
4840,CRANKSHAFTS,CRANKSHAFTS,True,0,11,11
4841,REELECTING,REELECTING,True,0,10,10
4842,PAYWARES,PAYWARES,True,0,8,8
4843,PURITAN,PURITAN,True,0,7,7
4844,UNDIGESTED,DERES,False,7,10,5
4845,GRIPING,GRIPING,True,0,7,7
4846,GOLDMINES,GOLDMINES,True,0,9,9
4847,CONSULTANTS,CONSULTANTS,True,0,11,11
4848,CHIHUAHUA,CHIHUAHUA,True,0,9,9
4849,ESCHEWED,ESCHEWED,True,0,8,8
4850,OVEREXTENDS,OVEREXTENDS,True,0,11,11
4851,RHOMBOIDS,RHOMBOIDS,True,0,9,9
4852,INJUNCTIONS,INJUNCTIONS,True,0,11,11
4853,YASHMAKS,YASHMAKS,True,0,8,8
4854,OUTDOES,OUTDOES,True,0,7,7
4855,DIKING,DIKING,True,0,6,6
4856,SEMIQUAVERS,SEMIQUAVERS,True,0,11,11
4857,CZERNY,CZERNY,True,0,6,6
4858,AVOCATION,AVOCATION,True,0,9,9
4859,THERESE,THERESE,True,0,7,7
4860,TELETHON,TELETHON,True,0,8,8
4861,BASHO,BASHO,True,0,5,5
4862,INFESTATION,INFESTATION,True,0,11,11
4863,LATTERLY,LATTERLY,True,0,8,8
4864,EMIRATES,EMIRATES,True,0,8,8
4865,STRIPES,STRIPES,True,0,7,7
4866,DECLARING,DECLARING,True,0,9,9
4867,SHEENIEST,SHEENIEST,True,0,9,9
4868,TOLERANTLY,TOLERANTLY,True,0,10,10
4869,LISTERIA,LISTERIA,True,0,8,8
4870,SLOWER,SLOWER,True,0,6,6
4871,HINES,HINES,True,0,5,5
4872,WICK,WICK,True,0,4,4
4873,LILLE,LILLE,True,0,5,5
4874,MUCILAGE,MICIAGE,False,2,8,7
4875,TRAMLINES,TRAMLINES,True,0,9,9
4876,UNWORTHILY,UNWORTHILY,True,0,10,10
4877,ASPIRATOR,ASPIRATOR,True,0,9,9
4878,URANIA,URANIA,True,0,6,6
4879,SERGEANTS,SERGEANTS,True,0,9,9
4880,UNGODLY,UNGODLY,True,0,7,7
4881,KURT,LURT,False,1,4,4
4882,PECULIAR,PECULIAR,True,0,8,8
4883,ATAVISTIC,UXAVIATIC,False,3,9,9
4884,PLACEKICKERS,PLACEKICKERS,True,0,12,12
4885,FIRESIDES,FIRESIDES,True,0,9,9
4886,BEARDING,BEARDING,True,0,8,8
4887,BARONAGE,BARONAGE,True,0,8,8
4888,MISTED,MISTED,True,0,6,6
4889,ALBINISM,ALBINISM,True,0,8,8
4890,ALTERNATIVE,ALTERNATIVE,True,0,11,11
4891,BESIEGERS,BESIEGERS,True,0,9,9
4892,PREDOMINANCE,PREDOMINANCE,True,0,12,12
4893,ANTEDATED,ANTEDATED,True,0,9,9
4894,PROGRAMMING,PROGRAMMING,True,0,11,11
4895,FUMIGATES,FUMIGATES,True,0,9,9
4896,DIPSOMANIACS,CRSOMANZES,False,6,12,10
4897,ENROLL,ENROL,False,1,6,5
4898,PUTZES,PUTZES,True,0,6,6
4899,DISTEMPER,DISTEMPER,True,0,9,9
4900,FORSAKE,FORSAKE,True,0,7,7
4901,METALWORK,METALWORK,True,0,9,9
4902,OPENEST,OPENEST,True,0,7,7
4903,PALFREY,PALFREY,True,0,7,7
4904,PORTED,PORTED,True,0,6,6
4905,RANCHO,RANCHO,True,0,6,6
4906,COLAS,COLAS,True,0,5,5
4907,BRAHMANS,BRANMING,False,3,8,8
4908,SYSTEMICS,SYSTEMICS,True,0,9,9
4909,ELOPING,ELOPING,True,0,7,7
4910,PRODDING,PRODDING,True,0,8,8
4911,FERRETED,FERRETED,True,0,8,8
4912,TUNNIES,TUNNIES,True,0,7,7
4913,PROGESTERONE,PROGESTERONE,True,0,12,12
4914,AGGRANDIZED,AGGRANDIZED,True,0,11,11
4915,PERITONITIS,PERITONITIS,True,0,11,11
4916,LOUSINESS,LOUSINESS,True,0,9,9
4917,PUBLICANS,PUBLICANS,True,0,9,9
4918,THROTTLERS,THROTTLERS,True,0,10,10
4919,UNREMITTING,UREMITTING,False,1,11,10
4920,SETUP,SETUP,True,0,5,5
4921,HAULIERS,HAULIERS,True,0,8,8
4922,MME,MME,True,0,3,3
4923,COMMUNING,COMMUNING,True,0,9,9
4924,SEN,SEN,True,0,3,3
4925,REINVIGORATING,REIVIGORATING,False,1,14,13
4926,REPETITIONS,REPETITIONS,True,0,11,11
4927,SEX,SEX,True,0,3,3
4928,TWEE,TWEE,True,0,4,4
4929,BLACKTHORNS,BLACKTHORNS,True,0,11,11
4930,IMPRACTICAL,IMPRACTICAL,True,0,11,11
4931,DBA,ABA,False,1,3,3
4932,IMPOLITE,IMPOLITE,True,0,8,8
4933,CORRECTEST,CORRECTEST,True,0,10,10
4934,GALOOTS,GALOOTS,True,0,7,7
4935,AUDIOMETERS,AUDIOMETERS,True,0,11,11
4936,SOUTHEASTERN,SOUTHEASTEN,False,1,12,11
4937,TIGHTENED,TIGHTENED,True,0,9,9
4938,BLINKING,BLINKING,True,0,8,8
4939,EMBATTLED,EMBATTLED,True,0,9,9
4940,RENTING,RENTING,True,0,7,7
4941,NAUSEATES,NAUSEATES,True,0,9,9
4942,ABYSMALLY,ABYSMALLY,True,0,9,9
4943,PERJURIES,PENFURIES,False,2,9,9
4944,AMISS,AMISS,True,0,5,5
4945,HANA,HANA,True,0,4,4
4946,UNDERPASS,UNDERPASS,True,0,9,9
4947,INIQUITOUSLY,INIQUITOUSLY,True,0,12,12
4948,PAINKILLER,PAINKILLER,True,0,10,10
4949,HOODED,HOODED,True,0,6,6
4950,ASTROLOGIST,ASTROLOGIST,True,0,11,11
4951,JUXTAPOSED,LUTLEPOSED,False,4,10,10
4952,UPPERCLASSMEN,UPPERCLASSMEN,True,0,13,13
4953,MANIFOLDED,MANIFOLDED,True,0,10,10
4954,BOULDER,BOULDER,True,0,7,7
4955,ATHWART,ATHWART,True,0,7,7
4956,WORTHLESSNESS,WORTHLESSNESS,True,0,13,13
4957,CHALLENGE,CHALLENGE,True,0,9,9
4958,THEATERS,THEATERS,True,0,8,8
4959,SUSPICIOUS,SUSPICIOUS,True,0,10,10
4960,MARISA,ANS,False,4,6,3
4961,MISREADS,MISREADS,True,0,8,8
4962,RADIOACTIVELY,RADIOACTIVELY,True,0,13,13
4963,FIREBOX,PIRABOX,False,2,7,7
4964,MASSEUSE,MASSEUSE,True,0,8,8
4965,ALIGHTS,ALIGHTS,True,0,7,7
4966,SUPERABUNDANCES,SNPORABANDANCES,False,3,15,15
4967,OBEYS,OBEYS,True,0,5,5
4968,KAPOK,KAPOK,True,0,5,5
4969,SORRY,SORRY,True,0,5,5
4970,FAUST,FAUST,True,0,5,5
4971,FUJIWARA,FUJIWARA,True,0,8,8
4972,CLASHING,CLACHIG,False,2,8,7
4973,OVERBALANCED,OVERBALANCED,True,0,12,12
4974,BRAISES,BRAISES,True,0,7,7
4975,MARACAIBO,MARACAIBO,True,0,9,9
4976,RICE,RICE,True,0,4,4
4977,FLOUNOY,FLOUNOY,True,0,7,7
4978,TRANSMITTABLE,TRANSMITTABLE,True,0,13,13
4979,CONJ,CONI,False,1,4,4
4980,HORSEWHIP,HORSEWHIP,True,0,9,9
4981,SHORTSTOPS,SHORTSTOPS,True,0,10,10
4982,UNDERLAY,UNDERLAY,True,0,8,8
4983,CONFUCIAN,CONFUCIAN,True,0,9,9
4984,PTOLEMY,PTOLEMY,True,0,7,7
4985,GYRATOR,GYRATOR,True,0,7,7
4986,SOOTHSAYING,SOOTHSAYING,True,0,11,11
4987,TECHNOLOGISTS,TECHNOLOGISTS,True,0,13,13
4988,DEFECATES,DEFECATIONG,False,4,9,11
4989,FORELIMBS,FORELIMBS,True,0,9,9
4990,READJUSTED,READJUSTED,True,0,10,10
4991,VIRGULE,VIRGULE,True,0,7,7
4992,POPULATIONS,POPULATIONS,True,0,11,11
4993,COWED,COWED,True,0,5,5
4994,CONTERMINOUS,CONTERMINOUS,True,0,12,12
4995,DEPREDATION,DEPREDATION,True,0,11,11
4996,01,01,True,0,2,2
4997,PREVENTABLE,PREVENTABLE,True,0,11,11
4998,REASSEMBLY,REASSEMBLY,True,0,10,10
4999,GAMMA,GAMMA,True,0,5,5
5000,RUBIES,RUBIES,True,0,6,6
5001,PROSTRATIONS,PROSTRATIONS,True,0,12,12
5002,HEREUPON,HEREUPON,True,0,8,8
5003,PSYCHOLOGIST,PSYCHOLOGIST,True,0,12,12
5004,SNOWBANK,SNOWBANK,True,0,8,8
5005,VERIFYING,VERIFYING,True,0,9,9
5006,NEEDLE,NEEDLE,True,0,6,6
5007,RAZZ,RAZZ,True,0,4,4
5008,PROVING,PROVING,True,0,7,7
5009,ASCOTS,ASCOTS,True,0,6,6
5010,DISCURSIVE,DISCURSIVE,True,0,10,10
5011,MARINATED,MARINATED,True,0,9,9
5012,LANGUISHES,LANGUISHES,True,0,10,10
5013,BIOPSY,BIOPSY,True,0,6,6
5014,FRISKS,FRISKS,True,0,6,6
5015,COUNTERCLAIMING,COUNTERCLALIMING,False,1,15,16
5016,DARNER,DARNER,True,0,6,6
5017,KIGALI,KIGALI,True,0,6,6
5018,INSURANCE,INSURANCE,True,0,9,9
5019,REDELIVER,REDELIVER,True,0,9,9
5020,VIGILANTE,VIGILANTE,True,0,9,9
5021,DUPLICATOR,DUPLICATOR,True,0,10,10
5022,BUFFETS,BUFFETS,True,0,7,7
5023,CLASSIFICATIONS,CLASSIFICATIONS,True,0,15,15
5024,TARAWA,TARAWY,False,1,6,6
5025,BRANDENBURG,BRANDENBARD,False,2,11,11
5026,FOLGERS,FOLGERS,True,0,7,7
5027,RUNNIER,RUNNIER,True,0,7,7
5028,MOCKERY,MOCKERY,True,0,7,7
5029,FRIZZLES,FRIZZLES,True,0,8,8
5030,TILLED,TILLED,True,0,6,6
5031,KNEADS,KNEADS,True,0,6,6
5032,WIND,WIND,True,0,4,4
5033,HOER,HOER,True,0,4,4
5034,COUPLETS,COUPLETS,True,0,8,8
5035,JOUST,JOUST,True,0,5,5
5036,REVERTS,REVERTS,True,0,7,7
5037,RAQUEL,RAQUEL,True,0,6,6
5038,JUICIER,JUICIER,True,0,7,7
5039,HOUSECLEANS,HOUSECLEAMS,False,1,11,11
5040,NEEDS,NEEDS,True,0,5,5
5041,CLACKED,CLACKED,True,0,7,7
5042,SAUCING,SCUCING,False,1,7,7
5043,LASING,LASING,True,0,6,6
5044,PAMPER,PAMPER,True,0,6,6
5045,ERUCT,ERUCT,True,0,5,5
5046,CORMICK,CORMICK,True,0,7,7
5047,DOWNPOURS,DOWNPOURS,True,0,9,9
5048,GRIDIRONS,GRIDTRONS,False,1,9,9
5049,GODSON,GODSON,True,0,6,6
5050,HANDBILL,HANDBILL,True,0,8,8
5051,UNDERSECRETARIES,UNDRECURETARIES,False,3,16,15
5052,WINNINGS,WINNINGS,True,0,8,8
5053,SPRINGS,SPRINGS,True,0,7,7
5054,CONSORTS,CONSORTS,True,0,8,8
5055,FIRES,FIRES,True,0,5,5
5056,RELATIONSHIPS,RELATIONSLRES,False,3,13,13
5057,BEHEADED,BEHEADER,False,1,8,8
5058,OUTFOXES,OUTFOXES,True,0,8,8
5059,TEAM,TEAM,True,0,4,4
5060,HONESTER,HONESTER,True,0,8,8
5061,BURROWING,BURROWING,True,0,9,9
5062,HUSKERS,HUSKERS,True,0,7,7
5063,DISASSEMBLE,DISASSEMBLE,True,0,11,11
5064,WORSTS,WORSTS,True,0,6,6
5065,BELIE,BELIE,True,0,5,5
5066,STOLIDLY,STOLIDLY,True,0,8,8
5067,ANTAGONIZING,ANTAGOIGING,False,2,12,11
5068,STATIONARY,STATIONARY,True,0,10,10
5069,ANNALIST,AUNALIST,False,1,8,8
5070,EXPLOSIVELY,EXPLOSIVELY,True,0,11,11
5071,REGRETTABLY,REGRETTABLY,True,0,11,11
5072,ACHESON,ACRESON,False,1,7,7
5073,CODER,CODER,True,0,5,5
5074,JEWISH,JEWISH,True,0,6,6
5075,ZIEGFELD,ZIEGFELD,True,0,8,8
5076,SNUFFLING,SNUFFLING,True,0,9,9
5077,MONOCOTYLEDON,MONOCOTYLEDON,True,0,13,13
5078,TWEETED,TWEETED,True,0,7,7
5079,OVERJOYING,OVERJOYING,True,0,10,10
5080,PLAYACTS,PLAYACTS,True,0,8,8
5081,STRICT,STRICT,True,0,6,6
5082,EXURBS,EXURBS,True,0,6,6
5083,ESCUTCHEONS,EXCUTCHEONS,False,1,11,11
5084,FEROCITY,TEROCITY,False,1,8,8
5085,DISABILITIES,DISABILITIES,True,0,12,12
5086,CODS,CODS,True,0,4,4
5087,RESTAURATEURS,RESTAURATEURS,True,0,13,13
5088,COPSES,COPSES,True,0,6,6
5089,HERIBERTO,HERIBERTO,True,0,9,9
5090,IFS,IFS,True,0,3,3
5091,JUMPERS,JUMPERS,True,0,7,7
5092,THANT,THANN,False,1,5,5
5093,WAFFLES,WAFFLES,True,0,7,7
5094,PR,PR,True,0,2,2
5095,SWATHS,SWATHS,True,0,6,6
5096,ARENA,ARSNA,False,1,5,5
5097,CAITIFFS,CAITIFFS,True,0,8,8
5098,SHOWBOATING,SHOWBOATING,True,0,11,11
5099,OUTFLANK,OUTFLANK,True,0,8,8
5100,SEVENS,SEVENS,True,0,6,6
5101,GYPS,GYPS,True,0,4,4
5102,STRONG,STRONG,True,0,6,6
5103,BIB,BIB,True,0,3,3
5104,CARMINE,CARMINE,True,0,7,7
5105,COARSENED,COARSENED,True,0,9,9
5106,HARMED,HARMED,True,0,6,6
5107,PRENUPTIAL,PRENUPTIAL,True,0,10,10
5108,FORKLIFT,FORKLIFT,True,0,8,8
5109,IMPLY,IMPLY,True,0,5,5
5110,INVALIDATED,INVALIDATED,True,0,11,11
5111,TERMINAL,TERMINAL,True,0,8,8
5112,TRIVIALITIES,TRIVIALITIES,True,0,12,12
5113,REFILLED,REFILLED,True,0,8,8
5114,COMPOSITIONS,CONAPOSITIONS,False,2,12,13
5115,THIMBLES,THIMBLES,True,0,8,8
5116,GENERALS,GENERALS,True,0,8,8
5117,LILOS,LILOS,True,0,5,5
5118,SWORDS,SWORDS,True,0,6,6
5119,HAWKEYE,HAWKEYE,True,0,7,7
5120,REVIVIFY,REVIVIFY,True,0,8,8
5121,SHOCKER,SHOCKER,True,0,7,7
5122,GLITCHING,GLITCHING,True,0,9,9
5123,SEMPSTRESS,SEMPSTRESS,True,0,10,10
5124,BOOBING,BOOBING,True,0,7,7
5125,RAINIEST,RAINIEST,True,0,8,8
5126,INFIX,INFIX,True,0,5,5
5127,UNDERACHIEVES,UNDERACHIEVTS,False,1,13,13
5128,PONES,PONES,True,0,5,5
5129,SOLACES,SOLACES,True,0,7,7
5130,COGNIZABLE,CONNSRAWIN,False,6,10,10
5131,RELATIVITY,RELATIVITY,True,0,10,10
5132,UNWRAPPING,REASENS,False,8,10,7
5133,PERICARDIUM,DA,False,10,11,2
5134,WORKINGMAN,WORKINGMAN,True,0,10,10
5135,HOES,HOES,True,0,4,4
5136,POPOVER,POPOVER,True,0,7,7
5137,FRANKING,FRANKING,True,0,8,8
5138,STAMPERS,STAMPERS,True,0,8,8
5139,UNDERCHARGES,UNDERCHARGES,True,0,12,12
5140,LENGTHIER,LENGTHIER,True,0,9,9
5141,FORGIVEN,FORGIVEN,True,0,8,8
5142,BRONC,BRONC,True,0,5,5
5143,SPECIFIER,SPECIFIER,True,0,9,9
5144,TRANSLATOR,TRANILATOR,False,1,10,10
5145,BESTIALLY,BESTIALLY,True,0,9,9
5146,SQUIRTED,SQUIRTED,True,0,8,8
5147,INNSBRUCK,INNSBRUCK,True,0,9,9
5148,THRONE,THRONE,True,0,6,6
5149,MAILLOTS,MAILLOTS,True,0,8,8
5150,HILLBILLY,HILLBILLY,True,0,9,9
5151,UNLOADS,UNLOADS,True,0,7,7
5152,ETNA,ETNA,True,0,4,4
5153,BOATING,BOATING,True,0,7,7
5154,DIERESES,DIERESES,True,0,8,8
5155,LANGUOROUS,LANGUOROUS,True,0,10,10
5156,FOUNDRY,FOUNDRY,True,0,7,7
5157,SEPTA,SEPTA,True,0,5,5
5158,UNDEREXPOSURE,UNDEREXPOSURE,True,0,13,13
5159,TOMORROW,TOMORROW,True,0,8,8
5160,ORATING,ORATING,True,0,7,7
5161,SORROWING,SORROWING,True,0,9,9
5162,EXPLETIVE,EXPLETIVE,True,0,9,9
5163,CONCATENATE,CONCATENATE,True,0,11,11
5164,RIFLES,RIFLES,True,0,6,6
5165,KENMORE,KENMORE,True,0,7,7
5166,GHOSTLINESS,GHOSTLINESS,True,0,11,11
5167,SOMEWHERE,SOMEWHERE,True,0,9,9
5168,OUTFIT,OUTFIT,True,0,6,6
5169,POETASTERS,POETASTERS,True,0,10,10
5170,STOPS,STOPS,True,0,5,5
5171,PURGATORIES,PURGATORIES,True,0,11,11
5172,MANDATED,MANDATED,True,0,8,8
5173,EXCISE,EXCISE,True,0,6,6
5174,TANNERIES,TANNERIES,True,0,9,9
5175,SUBWAY,SUBWAY,True,0,6,6
5176,PASSE,RESTE,False,3,5,5
5177,JUDAISM,JUDAISM,True,0,7,7
5178,DISTINGUISHES,DISTINGUISHES,True,0,13,13
5179,AVAILABILITY,ANVAILABILITY,False,1,12,13
5180,CONFIDE,CONFIDE,True,0,7,7
5181,CONCORDANT,CONCORDANT,True,0,10,10
5182,SCARCELY,SCARCELY,True,0,8,8
5183,KIPPING,KIPPING,True,0,7,7
5184,OUTLANDISH,OUTLANDISH,True,0,10,10
5185,CUSSEDLY,CUSSEDLY,True,0,8,8
5186,CRUST,CRUST,True,0,5,5
5187,AGENCIES,AGENCIES,True,0,8,8
5188,AN,AN,True,0,2,2
5189,HYDROGENATES,HYDROGENATES,True,0,12,12
5190,MISSOURI,MISSOURI,True,0,8,8
5191,SHUNTS,SHUNTS,True,0,6,6
5192,INNOCUOUSNESS,INNOCUOUSNESS,True,0,13,13
5193,PIGSWILL,PIGSWILL,True,0,8,8
5194,BOAST,BOAST,True,0,5,5
5195,FLEX,FLEX,True,0,4,4
5196,COINCIDING,COINCIDING,True,0,10,10
5197,SUPERPOWERS,SUPERPOWERS,True,0,11,11
5198,FALCON,FALCON,True,0,6,6
5199,EXTROVERSION,EXTROVERSION,True,0,12,12
5200,REDETERMINED,REDETERMINED,True,0,12,12
5201,SID,SID,True,0,3,3
5202,RECLUSIVE,RECLUSIVE,True,0,9,9
5203,REMEDIATION,REMEDIATION,True,0,11,11
5204,HANKS,HANKS,True,0,5,5
5205,ROUTES,ROUTES,True,0,6,6
5206,BONDED,BONDED,True,0,6,6
5207,CHEVIOT,CHEVIOT,True,0,7,7
5208,SUBMERSIBLE,SUBMERSIBLE,True,0,11,11
5209,TAPELINE,TAPELINE,True,0,8,8
5210,TAMI,TANH,False,2,4,4
5211,PESSIMISM,PESSIMISM,True,0,9,9
5212,SUSTAINS,SUSTAINS,True,0,8,8
5213,SELF,SELF,True,0,4,4
